kanji,furigana,meaning,tags,guid,romaji,hanviet
前後,ぜんご,"front and back, before and after",JLPT JLPT_2,P60vZ%@rQX,zengo,TIỀN HẬU
洗剤,せんざい,"detergent, cleanser, cleaning agent, washing material",JLPT JLPT_2,xPk5/(8H&C,senzai,TẨY TỄ
全集,ぜんしゅう,complete works,JLPT JLPT_2,B?uUGxee6},zenshuu,TOÀN TẬP
全身,ぜんしん,"whole (body), full-length (e.g., portrait) systemic",JLPT JLPT_2,edKjYQQik|,zenshin,TOÀN THÂN
扇子,せんす,folding fan,JLPT JLPT_2 Genki_Ln.20 Genki,EF=fq2c-JO,sensu,PHIẾN TỬ
専制,せんせい,"despotism, autocracy",JLPT JLPT_2,OL%g_RLZ1k,sensei,CHUYÊN CHẾ
先々月,せんせんげつ,month before last,JLPT JLPT_2,"zJ$.J8%d%,",sensengetsu,TIÊN NGUYỆT
先々週,せんせんしゅう,2 weeks before,JLPT JLPT_2,mB4QnlMrv3,sensenshuu,TIÊN CHU
先祖,せんぞ,ancestor,JLPT JLPT_2,F0U>k-OIq$,senzo,TIÊN TỔ
先端,せんたん,"pointed end, tip",JLPT JLPT_2,Q`_+]v?+=0,sentan,TIÊN ĐOAN
センチ,センチ,centimeter,JLPT JLPT_2,inl%VC*Led,senchi,
宣伝,せんでん,"publicity, advertisement, advertising, propaganda",JLPT JLPT_2,G}7n;$pW3b,senden,TUYÊN TRUYỀN
先頭,せんとう,"head, lead, vanguard",JLPT JLPT_2,h9$H7YGNw$,sentou,TIÊN ĐẦU
全般,ぜんぱん,"(the) whole, general",JLPT JLPT_2,KNd2446a(;,zenpan,TOÀN BÀN
扇風機,せんぷうき,electric fan,JLPT JLPT_2,bRk!KDE*$7,senpuuki,PHIẾN PHONG CƠ
洗面,せんめん,"wash up (one's face), have a wash",JLPT JLPT_2,C?dX|!4c7/,senmen,TẨY DIỆN
全力,ぜんりょく,"all one's power, whole energy",JLPT JLPT_2,j*AhcD}311,zenryoku,TOÀN LỰC
線路,せんろ,"line, track, roadbed",JLPT JLPT_2,mq#-qSUuS*,senro,TUYẾN LỘ
総～,そう～,"gross, general, entire",JLPT JLPT_2,cSEd3l5jK<,sou~,TỔNG
相違,そうい,"difference, discrepancy, variation",JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,zqQS?TR@WS,soui,TƯƠNG VI
そういえば,そういえば,which reminds me ..,JLPT JLPT_2,eo>F02B%a],souieba,
雑巾,ぞうきん,"house-cloth, dust cloth",JLPT JLPT_2,r*{8DR<J4`,zoukin,TẠP CÂN
増減,ぞうげん,"increase and decrease, fluctuation",JLPT JLPT_2,l(r&I9gZ<B,zougen,TĂNG GIẢM
倉庫,そうこ,"storehouse, warehouse",JLPT JLPT_2,w}}hNBPyr),souko,THƯƠNG KHỐ
相互,そうご,"mutual, reciprocal",JLPT JLPT_2,nR3lCT=~I%,sougo,TƯƠNG HỖ
創作,そうさく,"production, creation, work",JLPT JLPT_2,PNw/q-z>l3,sousaku,SANG TÁC
葬式,そうしき,funeral,JLPT JLPT_2,Gbn]K/&TX&,soushiki,TÁNG THỨC
造船,ぞうせん,shipbuilding,JLPT JLPT_2,LyK0zsx!O1,zousen,TẠO THUYỀN
騒々しい,そうぞうしい,"noisy, boisterous",JLPT JLPT_2,cTG!~COW$P,souzoushii,TAO
増大,ぞうだい,"increase, growth",JLPT JLPT_2,K:CEKV:9VX,zoudai,TĂNG ĐẠI
そうっと,そうっと,"softly, cautiously, gently",JLPT JLPT_2,vd>M3|]yht,soutto,
送別,そうべつ,"farewell, send-off",JLPT JLPT_2,"y,Tk;$&@x}",soubetsu,TỐNG BIỆT
草履,ぞうり,Japanese sandals (footwear),JLPT JLPT_2,xD#*1}`sY?,zouri,THẢO LÍ
総理大臣,そうりだいじん,Prime Minister,JLPT JLPT_2,wr`qCug{r4,souridaijin,TỔNG LÍ ĐẠI THẦN
送料,そうりょう,"postage, carriage",JLPT JLPT_2,D?;^6Pv:]&,souryou,TỐNG LIÊU
属する,ぞくする,"to belong to, to come under",JLPT JLPT_2,i1]:]E>_bU,zokusuru,CHÚC
続々,ぞくぞく,"successively, one after another",JLPT JLPT_2,hivME8/#WP,zokuzoku,TỤC
速達,そくたつ,"express, special delivery",JLPT JLPT_2,v{{[}K0EMQ,sokutatsu,TỐC ĐẠT
測定,そくてい,measurement,JLPT JLPT_2,Qp_^G4NnHY,sokutei,TRẮC ĐỊNH
測量,そくりょう,"measurement, surveying",JLPT JLPT_2,N?XK_R(gNy,sokuryou,TRẮC LƯỢNG
速力,そくりょく,speed,JLPT JLPT_2,yC0f;tqC:X,sokuryoku,TỐC LỰC
素質,そしつ,"talent, capability",JLPT JLPT_2,i~_:B9s_i],soshitsu,TỐ CHẤT
祖先,そせん,ancestor(s),JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,uEOVA+$QA-,sosen,TỔ TIÊN
そそっかしい,そそっかしい,"careless, thoughtless",JLPT JLPT_2,lH2m/7jTDk,sosokkashii,
卒直,そっちょく,"frank, candid, honest",JLPT JLPT_2,gGu?|m4th^,sotchoku,
率直,そっちょく,"frank, candid, straightforward, openhearted, direct, outspoken",JLPT JLPT_2,zP0+k&2Oo$,sotchoku,SUẤT TRỰC
そのころ,そのころ,"in those days, at that time, then",JLPT JLPT_2,h3oBLD<m4a,sonokoro,
そのため,そのため,"hence, for that reason",JLPT JLPT_2,m^MU-Y@MNe,sonotame,
その他,そのほか,besides,JLPT JLPT_2,IwQj+]fL.2,sonohoka,THA
そば,そば,soba (buckwheat noodles),JLPT JLPT_2,ww?mb~cU}r,soba,
剃る,そる,to shave,JLPT JLPT_2,nRAd^[5pD1,soru,THẾ
それなのに,それなのに,"though, although",JLPT JLPT_2,k+B-<2c#Pu,sorenanoni,
それなら,それなら,"If that's the case..., If so..., That being the case...",JLPT JLPT_2,tEgCn;#W+`,sorenara,
それはいけませんね (かん),それはいけませんね (かん),that's not good,JLPT JLPT_2,t8:jf{Ldnz,sorehaikemasenne (kan),
逸れる,それる,"to stray (turn) from subject, to go astray",JLPT JLPT_2,P^@I_Rocse,soreru,DẬT
揃える,そろえる,"to collect, to gather, to get together, to complete (a collection) to arrange, to put in order, to prepare, to get ready to make uniform, to make even, to match",JLPT JLPT_2,"eIvmG2@,}C",soroeru,TIỄN
算盤,そろばん,abacus,JLPT JLPT_2,jX~`V;cedM,soroban,TOÁN BÀN
存じる,ぞんじる,(humble) to know,JLPT JLPT_2,Aym5:5*IUD,zonjiru,TỒN
存ずる,ぞんずる,(humble) to know,JLPT JLPT_2,MsmBGs6}hD,zonzuru,TỒN
損得,そんとく,"loss and gain, advantage and disadvantage",JLPT JLPT_2,x~apBZA1n:,sontoku,TỔN ĐẮC
第～,だい～,~th,JLPT JLPT_2,kbFu6B=v;g,dai~,ĐỆ
タイア,タイア,"tire, tyre",JLPT JLPT_2,42m3.zlHb,taia,
だいいち (とりわけ),だいいち (とりわけ),"first, foremost,&nbsp;&nbsp;#1",JLPT JLPT_2,sS|Rl>y(P~,daiichi (toriwake),
大学院,だいがくいん,graduate school,Genki_Ln.16 JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.1 Genki,k|Ws#.@Z(?,daigakuin,ĐẠI HỌC VIỆN
大工,だいく,carpenter,JLPT JLPT_2,HUM8bf&^L-,daiku,ĐẠI CÔNG
体系,たいけい,"system, organization",JLPT JLPT_2,I*QRaBQl@l,taikei,THỂ HỆ
太鼓,たいこ,"drum, tambourine",JLPT JLPT_2,wz3E+65(~&,taiko,THÁI CỔ
対策,たいさく,"counter-plan, counter-measure",JLPT JLPT_2,GGGQEDkEUY,taisaku,ĐỐI SÁCH
大して,たいして,"(not so) much, (not) very",JLPT JLPT_2,"u,Waa>(/*g",taishite,ĐẠI
対照,たいしょう,"contrast, antithesis, comparison",JLPT JLPT_2,n>fKKV=_7/,taishou,ĐỐI CHIẾU
大小,だいしょう,size,JLPT JLPT_2,nI5$isC-V|,daishou,ĐẠI TIỂU
体制,たいせい,"order, system, structure",JLPT JLPT_2,Dn9.|Ri$s|,taisei,THỂ CHẾ
体積,たいせき,"capacity, volume",JLPT JLPT_2,u*y*LZ`?*U,taiseki,THỂ TÍCH
大層,たいそう,"very much, greatly",JLPT JLPT_2,w>w}K&}qSs,taisou,ĐẠI TẰNG
体操,たいそう,"gymnastics, physical exercises, calisthenics",JLPT JLPT_2,"Av($>5,YT@",taisou,THỂ THAO
大分,だいぶん,"considerably, greatly, a lot",JLPT JLPT_2,BIv*|D!}u.,daibun,ĐẠI PHÂN
大木,たいぼく,large tree,JLPT JLPT_2,ChcUad;Yr=,taiboku,ĐẠI MỘC
題名,だいめい,"title, caption, heading",JLPT JLPT_2,piMdjCN@h},daimei,ĐỀ DANH
代名詞,だいめいし,pronoun,JLPT JLPT_2,"l##{!5f,2T",daimeishi,ĐẠI DANH TỪ
ダイヤグラム,ダイヤグラム,diagram,JLPT JLPT_2,iaafymmrCe,daiyaguramu,
ダイヤモンド,ダイヤモンド,diamond,JLPT JLPT_2,i=C9?(aW#r,daiyamondo,
ダイヤル,ダイヤル,dial,JLPT JLPT_2,utE>l/p-3-,daiyaru,
対立,たいりつ,"confrontation, opposition, antagonism",JLPT JLPT_2,"Ncc,Acum~c",tairitsu,ĐỐI LẬP
田植え,たうえ,rice planting,JLPT JLPT_2,OgO</<`l`b,taue,ĐIỀN THỰC
絶えず,たえず,constantly,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,pW;2y7R<mV,taezu,TUYỆT
楕円,だえん,ellipse,JLPT JLPT_2,P}wFC7s?&j,daen,VIÊN
高める,たかめる,"to raise, to lift, to boost, to enhance",JLPT JLPT_2,hpSUACwJv[,takameru,CAO
耕す,たがやす,"to till, to plow, to cultivate",JLPT JLPT_2,"xA,3MUb6~T",tagayasu,CANH
滝,たき,waterfall,JLPT JLPT_2,"ohAHw^26T,",taki,LANG
蓄える,たくわえる,"to save, to store, to lay in stock",JLPT JLPT_2,m.Z{vIv259,takuwaeru,SÚC
竹,たけ,bamboo,JLPT JLPT_2,w4_>96h/eO,take,TRÚC
ただいま,ただいま,"Here I am, I'm home!",JLPT JLPT_2,p|S.`7CI}c,tadaima,
但し,ただし,"but, however, provided that",JLPT JLPT_2,nIm>W;=6s~,tadashi,ĐÃN
畳む,たたむ,"to fold (e.g., clothes, umbrella)",JLPT JLPT_2,OvXN(wM:bA,tatamu,ĐIỆP
立ち止まる,たちどまる,"to stop, to halt, to stand still",JLPT JLPT_2,B95OXSZO5r,tachidomaru,
たちまち,たちまち,"instantly, suddenly, all at once",JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,"f|EvU~_,t!",tachimachi,
建つ,たつ,"to be erected, to be built",JLPT JLPT_2,"M!q;te,)Kq",tatsu,KIẾN
脱線,だっせん,"derailment, digression",JLPT JLPT_2,HD(zBG2%H),dassen,THOÁT TUYẾN
妥当,だとう,"proper, appropriate",JLPT JLPT_2,JHO!PQp^-#,datou,THỎA ĐƯƠNG
例える,たとえる,"to compare, to liken",JLPT JLPT_2,b.^|xu(Lu=,tatoeru,LỆ
頼もしい,たのもしい,"reliable, promising",JLPT JLPT_2,d|t<2zx{AN,tanomoshii,LẠI
足袋,たび,"tabi, Japanese socks (with split toe)",JLPT JLPT_2,i9JA;qWI*S,tabi,TÚC ĐẠI
ダブル,ダブル,double,JLPT_1 JLPT JLPT_2,n5sGaL[nrJ,daburu,
ダム,ダム,dam,JLPT JLPT_2,lwjw.sbO3t,damu,
溜息,ためいき,a sigh,JLPT JLPT_2,M{mrZXe(xA,tameiki,LỰU TỨC
ためらう,ためらう,to be hesitant,JLPT JLPT_2 Intermediate_Japanese_Ln.12 Intermediate_Japanese,G;FUJQ+<&I,tamerau,
だらしない,だらしない,"slovenly, loose, a slut",JLPT JLPT_2,y)zumMnB[a,darashinai,
足る,たる,"to be sufficient, to be enough",JLPT JLPT_2,f=F6.jTK0j,taru,TÚC
短～,たん～,short ~,JLPT JLPT_2,zZ~;hL0?5C,tan~,ĐOẢN
段階,だんかい,"gradation, grade, stage",JLPT JLPT_2,jG]K@ghVXd,dankai,ĐOẠN GIAI
短期,たんき,short term,JLPT JLPT_2,q<4V7>Q;K[,tanki,ĐOẢN KÌ
炭鉱,たんこう,"coal mine, coal pit",JLPT JLPT_2,k;/>)mhS{3,tankou,THÁN KHOÁNG
短所,たんしょ,"defect, weak point; disadvantage",JLPT JLPT_2,H{`G1#jtpf,tansho,ĐOẢN SỞ
たんす,たんす,chest of drawers,JLPT JLPT_2,m~G#CLkml),tansu,
淡水,たんすい,fresh water,JLPT JLPT_2,qe4&W^T?1T,tansui,ĐẠM THỦY
断水,だんすい,water outage,JLPT JLPT_2,i;K5<cgucK,dansui,ĐOẠN THỦY
単数,たんすう,singular (number),JLPT JLPT_2,l])jQ./Ree,tansuu,ĐƠN SỔ
団地,だんち,housing complex,JLPT JLPT_2,gOlbcdBj<$,danchi,ĐOÀN ĐỊA
断定,だんてい,"conclusion, decision",JLPT JLPT_2,A$|V(|!0O8,dantei,ĐOẠN ĐỊNH
短編,たんぺん,"short (e.g., story, film)",JLPT JLPT_2,bU~DAA@V)_,tanpen,ĐOẢN BIÊN
田ぼ,たんぼ,"paddy field, farm",JLPT JLPT_2,muOiSP8NL>,tanbo,ĐIỀN
誓う,ちかう,"to swear, to vow",JLPT JLPT_2,MT!|3=)2Nd,chikau,THỆ
地下水,ちかすい,underground water,JLPT JLPT_2,p4eK+EuKD%,chikasui,ĐỊA HẠ THỦY
近々,ちかぢか,"soon, before long",JLPT JLPT_2,z!thddh444,chikajika,CẬN
近付ける,ちかづける,"to bring near, to put close, to let come near",JLPT JLPT_2,"tY,9|Y-dCA",chikazukeru,CẬN PHÓ
近寄る,ちかよる,"to approach, to draw near",JLPT JLPT_2,PADniz;h7y,chikayoru,CẬN KÍ
力強い,ちからづよい,"powerful, strong, vigorous",JLPT JLPT_2,esKt]N.[nn,chikarazuyoi,LỰC CƯỜNG
ちぎる,ちぎる,"to cut up fine, to pick (fruit)",JLPT JLPT_2,n1$55xxJH),chigiru,
地質,ちしつ,geological features,JLPT JLPT_2,OY*f%Q>2A{,chishitsu,ĐỊA CHẤT
知人,ちじん,"friend, acquaintance",JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese,yhSeK?G|5o,chijin,TRI NHÂN
地帯,ちたい,"area, zone",JLPT JLPT_2,Cixjw@G7=!,chitai,ĐỊA ĐỚI
縮む,ちぢむ,"to shrink, to be contracted",JLPT JLPT_2,s+NV#|Vzsj,chijimu,SÚC
縮める,ちぢめる,"to shorten, to reduce, to shrink",JLPT JLPT_2,K2!izn(Ec%,chijimeru,SÚC
縮れる,ちぢれる,"to be wavy, to be curled",JLPT JLPT_2,hDb2M|vgvf,chijireru,SÚC
チップ,チップ,"gratuity, tip; chip",Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese,I{J?rk;mEF,chippu,
地点,ちてん,"site, point on a map",JLPT JLPT_2,O67?;Qy2t6,chiten,ĐỊA ĐIỂM
地名,ちめい,place name,JLPT JLPT_2,H}VgzK^n++,chimei,ĐỊA DANH
茶色い,ちゃいろい,brown,JLPT JLPT_2,cPhF;RkRM7,chairoi,TRÀ SẮC
着々,ちゃくちゃく,steadily,JLPT JLPT_2,o8gOx2+4-w,chakuchaku,TRỨ
中間,ちゅうかん,"middle, midway, interim",JLPT JLPT_2,db[p1gjS8r,chuukan,TRUNG GIAN
中旬,ちゅうじゅん,second third of a month,JLPT JLPT_2,w>eUJ_!p-%,chuujun,TRUNG TUẦN
抽象,ちゅうしょう,abstract,JLPT JLPT_2,i(@XmP*tzX,chuushou,TRỪU TƯỢNG
中世,ちゅうせい,"Middle Ages, medieval times",JLPT JLPT_2,"Lq!,3&y/Oc",chuusei,TRUNG THẾ
中性,ちゅうせい,"neuter gender, neutral",JLPT JLPT_2,dr8B_U~r:p,chuusei,TRUNG TÍNH
中途,ちゅうと,"in the middle, half-way",JLPT JLPT_2,qq^xMh<42g,chuuto,TRUNG ĐỒ
中年,ちゅうねん,middle-aged,JLPT JLPT_2 Intermediate_Japanese_Ln.1 Intermediate_Japanese,hO*P@Du`th,chuunen,TRUNG NIÊN
チョーク,チョーク,chalk,JLPT JLPT_2,bDt1557lyK,chooku,
長～,ちょう～,long ~,JLPT JLPT_2,neC33gMb3=,chou~,TRƯỜNG
超過,ちょうか,"excess, being more than",JLPT JLPT_2,H)x}P>JSY6,chouka,SIÊU QUÁ
彫刻,ちょうこく,"carving, engraving, sculpture",JLPT JLPT_2,Mb[Y;T*X##,choukoku,ĐIÊU KHẮC
長所,ちょうしょ,"strong point, merit; advantage",JLPT JLPT_2,r2Td3|X~d{,chousho,TRƯỜNG SỞ
長女,ちょうじょ,eldest daughter,JLPT JLPT_2,"t>?7,8swc^",choujo,TRƯỜNG NỮ
調整,ちょうせい,"regulation, adjustment, tuning",JLPT JLPT_2,QE[mY6z/-y,chousei,ĐIỀU CHỈNH
調節,ちょうせつ,"regulation, adjustment, control",JLPT JLPT_2,P0aU16*RZa,chousetsu,ĐIỀU TIẾT
長短,ちょうたん,"length, long and short, +-",JLPT JLPT_2,qq$=?zj3/o,choutan,TRƯỜNG ĐOẢN
頂点,ちょうてん,"top, summit",JLPT JLPT_2,O=qNj-<h$g,chouten,ĐÍNH ĐIỂM
長男,ちょうなん,eldest son,JLPT JLPT_2,q&!C!n<?M%,chounan,TRƯỜNG NAM
長方形,ちょうほうけい,"rectangle, oblong",JLPT JLPT_2,O?/Z!eS6c(,chouhoukei,TRƯỜNG PHƯƠNG HÌNH
調味料,ちょうみりょう,"condiment, seasoning",JLPT JLPT_2,K^{6&5|*9!,choumiryou,ĐIỀU VỊ LIÊU
直後,ちょくご,immediately following,JLPT JLPT_2,CruP!C)gep,chokugo,TRỰC HẬU
直線,ちょくせん,straight line,JLPT JLPT_2,i)fGfpmLw~,chokusen,TRỰC TUYẾN
直前,ちょくぜん,just before,JLPT JLPT_2,"D>@!/){#.,",chokuzen,TRỰC TIỀN
直通,ちょくつう,direct connection,JLPT JLPT_2,A~{UUj]Qek,chokutsuu,TRỰC THÔNG
直流,ちょくりゅう,direct current,JLPT JLPT_2,d)k}co{r3d,chokuryuu,TRỰC LƯU
貯蔵,ちょぞう,"storage, preservation",JLPT JLPT_2,EL+(Z/@n_h,chozou,TRỮ TÀNG
直角,ちょっかく,right angle,JLPT JLPT_2,v`=zo2c&R/,chokkaku,TRỰC GIÁC
直径,ちょっけい,diameter,JLPT JLPT_2,"z!K&J,E<-?",chokkei,TRỰC KÍNH
散らかす,ちらかす,"to scatter around, to leave untidy",JLPT JLPT_2,GEl!43e%n;,chirakasu,TÁN
散らかる,ちらかる,to be in disorder,JLPT JLPT_2,K|3bz=nC90,chirakaru,TÁN
塵紙,ちりがみ,"tissue paper, toilet paper",JLPT JLPT_2,lS2l<%5|;:,chirigami,TRẦN CHỈ
追加,ついか,"addition, supplement, appendix",JLPT JLPT_2,"tj?z]po,j$",tsuika,TRUY GIA
ついで,ついで,"opportunity, occasion",JLPT JLPT_2,JV}]H[sMyJ,tsuide,
つうか,つうか,currency,JLPT JLPT_2,oE[eO]8G9J,tsuuka,
通勤,つうきん,commuting to work,JLPT JLPT_2,e/9Ql]v_wl,tsuukin,THÔNG CẦN
通ずる,つうずる,"to lead, to run, to open",JLPT JLPT_2,q$j6&`f[H8,tsuuzuru,THÔNG
通知,つうち,"notice, notification",JLPT JLPT_2,cJFk/B/(}},tsuuchi,THÔNG TRI
通帳,つうちょう,bankbook,JLPT JLPT_2,A$T{G:y63&,tsuuchou,THÔNG TRƯỚNG
通訳,つうやく,"interpretation (i.e., oral translation) interpreter",JLPT JLPT_2,"C1Sq0$,;*i",tsuuyaku,THÔNG DỊCH
通用,つうよう,"popular use, circulation",JLPT JLPT_2,s?U_N>(p<4,tsuuyou,THÔNG DỤNG
通路,つうろ,"passage, pathway",JLPT JLPT_2,tLtZ>BdE3q,tsuuro,THÔNG LỘ
突き当たり,つきあたり,"end (e.g., of street)",JLPT JLPT_2,"E.b]g.X8,Q",tsukiatari,
突き当たる,つきあたる,"to run into, to collide with",JLPT JLPT_2,H/BcfsD4m>,tsukiataru,
月日,つきひ,"time, years, days",JLPT JLPT_2,syFp2{x6+`,tsukihi,NGUYỆT NHẬT
次ぐ,つぐ,"to follow, to come after, to come next (to)",JLPT JLPT_2,KsUS[vX;(*,tsugu,THỨ
伝わる,つたわる,"to spread (of a rumor, news, etc.), to travel, to circulate, to go around, to be passed around, to become known",JLPT JLPT_2,xB#-{Oy+Zn,tsutawaru,TRUYỀN
突っ込む,つっこむ,"to plunge into, to stick into",JLPT JLPT_2,mSeMf>i-8N,tsukkomu,ĐỘT 
務める,つとめる,"to serve, to act",JLPT JLPT_2,L>!8An;z|w,tsutomeru,VỤ
努める,つとめる,"to try, to aim",JLPT JLPT_2,Hiy-GVpUzU,tsutomeru,NỖ
綱,つな,rope,JLPT JLPT_2,Gw:F2@;*cm,tsuna,CƯƠNG
繋がり,つながり,"connection, link, relationship",JLPT JLPT_2,i]34S7eeuh,tsunagari,HỆ
繋がる,つながる,"to be tied together, to be connected to, to be linked to",JLPT JLPT_2,AHrdgC)O9:,tsunagaru,HỆ
粒,つぶ,grain,JLPT JLPT_2,cj>Qx50pst,tsubu,LẠP
潰す,つぶす,"to smash, to waste",JLPT JLPT_2,fw$wS&e^q,tsubusu,HỘI
潰れる,つぶれる,"to be smashed, to go bankrupt",JLPT JLPT_2,KtRH@.KstT,tsubureru,HỘI
つまずく,つまずく,"to stumble, to trip",JLPT JLPT_2,HV>q|x:QCp,tsumazuku,
躓く,つまずく,"to trip (over), to stumble",JLPT JLPT_2,c>Y]uM]FZ+,tsumazuku,CHÍ
詰まる,つまる,"to be blocked, to be packed",JLPT JLPT_2,i9f3IyL;o8,tsumaru,CẬT
積む,つむ,"to pile up, to stack",JLPT JLPT_2,"j$?]*}X8^,",tsumu,TÍCH
爪,つめ,fingernail or toenail,JLPT JLPT_2,s#1=yTp.2S,tsume,TRẢO
艶,つや,"gloss, glaze",JLPT JLPT_2,Q)oxH2VDV_,tsuya,DIỄM
強気,つよき,"firm, strong",JLPT JLPT_2,"P1FRp-!AG,",tsuyoki,CƯỜNG KHÍ
釣り合う,つりあう,"to balance, to be in harmony, to suit",JLPT JLPT_2,z[{YFjYjFo,tsuriau,ĐIẾU HỢP
吊る,つる,to hang,JLPT JLPT_2,eBriDa`?h[,tsuru,ĐIẾU
吊す,つるす,to hang,JLPT JLPT_2,ux}URvOg@g,tsurusu,ĐIẾU
テーマ,テーマ,"theme, project, topic (GER: Thema)",JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,"gk7:?,j`-7",teema,
手洗い,てあらい,"restroom, lavatory",JLPT JLPT_2,shNH8<_-bh,tearai,THỦ TẨY
低～,てい～,low ~,JLPT JLPT_2,qQ>QRC-XBo,tei~,
定員,ていいん,"fixed number of regular personnel, capacity (e.g., of boat)",JLPT JLPT_2,hHnudL9f]D,teiin,ĐỊNH VIÊN
定価,ていか,established price,JLPT JLPT_2,GWM}Nec!lL,teika,ĐỊNH GIÁ
低下,ていか,"fall, decline",JLPT JLPT_2,uCyhw5D=m+,teika,ĐÊ HẠ
定期券,ていきけん,"commuter pass, season ticket",JLPT JLPT_2,kM5$./::LV,teikiken,ĐỊNH KÌ KHOÁN
定休日,ていきゅうび,regular holiday,JLPT JLPT_2,GIBTjs]--C,teikyuubi,ĐỊNH HƯU NHẬT
停止,ていし,"suspension, interruption, stoppage",JLPT JLPT_2,L@Y;}f5pt/,teishi,ĐÌNH CHỈ
停車,ていしゃ,"stopping (e.g., train)",JLPT JLPT_2,J9C>1^3Nnd,teisha,ĐÌNH XA
停電,ていでん,"power outage, electricity outage, blackout",JLPT JLPT_2,d8`tBKM9z5,teiden,ĐÌNH ĐIỆN
出入り,でいり,"in and out, coming and going",JLPT JLPT_2,yl0fL{Q0pI,deiri,XUẤT NHẬP
出入口,でいりぐち,exit and entrance,JLPT JLPT_2,Eq1|~+1Qg4,deiriguchi,XUẤT NHẬP KHẨU
出入り口,でいりぐち,exit and entrance,JLPT JLPT_2,"w,8Y4;[3/l",deiriguchi,XUẤT NHẬP KHẨU
手入れ,ていれ,"repairs, maintenance",JLPT JLPT_2,rnU2HoMJ`m,teire,THỦ NHẬP
出来上がり,できあがり,"be finished, ready",JLPT JLPT_2,"H,mU.Hzu4W",dekiagari,
出来上がる,できあがる,"to be finished, to be ready",JLPT JLPT_2,d/)Gw/?OUZ,dekiagaru,
的確,てきかく,"precise, accurate",JLPT JLPT_2,QsPEZIzu?w,tekikaku,ĐÍCH XÁC
適確,てきかく,"precise, accurate",JLPT JLPT_2,f.CM.L/$:o,tekikaku,THÍCH XÁC
手首,てくび,wrist,JLPT JLPT_2,Jk-$`y`Ik4,tekubi,THỦ THỦ
凸凹,でこぼこ,"unevenness, roughness, ruggedness",JLPT JLPT_2,NK{S%hniXJ,dekoboko,ĐỘT AO
手頃,てごろ,"moderate, handy",JLPT JLPT_2,fokm:d$4ID,tegoro,THỦ KHOẢNH
手ごろ,てごろ,"handy, convenient suitable, reasoanble, moderate",JLPT JLPT_2,hDgPRveK4>,tegoro,THỦ
弟子,でし,"pupil, disciple, apprentice",JLPT JLPT_2,xgs_S`YrNI,deshi,ĐỆ TỬ
でたらめ,でたらめ,"irresponsible utterance, nonsense; random",JLPT JLPT_2,o=WTZV3mV~,detarame,
手帳,てちょう,notebook,JLPT JLPT_2,sa)S+5Yc~m,techou,THỦ TRƯỚNG
鉄橋,てっきょう,iron bridge,JLPT JLPT_2,ptqUB=+GwY,tekkyou,THIẾT KIỀU
手続き,てつづき,"procedure, (legal) process, formalities",JLPT JLPT_2,.%i6[1[$q,tetsuzuki,THỦ TỤC
鉄砲,てっぽう,gun,JLPT JLPT_2,jPGmB|kdN@,teppou,THIẾT PHÁO
テニスコート,テニスコート,tennis court,JLPT JLPT_2,I<8~`/$9/~,tenisukooto,
手拭い,てぬぐい,(hand) towel,JLPT JLPT_2,qoag-^~LpA,tenugui,THỦ THỨC
手前,てまえ,"before, this side",JLPT JLPT_2,"sUtM,w6Uoy",temae,THỦ TIỀN
出迎え,でむかえ,"meeting, reception",JLPT JLPT_2,ty8z)H=LPz,demukae,XUẤT NGHÊNH
出迎える,でむかえる,"to meet, to greet",JLPT JLPT_2,tO[4D*FC$y,demukaeru,XUẤT NGHÊNH
照らす,てらす,"to shine on, to illuminate",JLPT JLPT_2,NH<(nLZ8$8,terasu,CHIẾU
照る,てる,to shine,JLPT JLPT_2,3op!&nH<3,teru,CHIẾU
展開,てんかい,"develop, expansion (opposite of compression)",JLPT JLPT_2,civd_]-_la,tenkai,TRIỂN KHAI
伝記,でんき,"biography, life story",JLPT JLPT_2,gEdK7vzpv5,denki,TRUYỀN KÍ
電球,でんきゅう,light bulb,JLPT JLPT_2,igr+WFj[j?,denkyuu,ĐIỆN CẦU
点数,てんすう,"marks, points, score",JLPT JLPT_2,vc+IbB&=W`,tensuu,ĐIỂM SỔ
伝染,でんせん,contagion,JLPT JLPT_2,i$>Ffzmrg<,densen,TRUYỀN NHIỄM
電池,でんち,battery,Genki_Ln.15 JLPT_2 JLPT Genki,rtMf<[nw2h,denchi,ĐIỆN TRÌ
電柱,でんちゅう,"telephone pole, telegraph pole, light pole",JLPT JLPT_2,"gp>z=,YkpX",denchuu,ĐIỆN TRỤ
点々,てんてん,"here and there, little by little",JLPT JLPT_2,vIj65EZ[j(,tenten,ĐIỂM
転々,てんてん,from one to another,JLPT JLPT_2,z<l%&cmA@h,tenten,CHUYỂN
